poco,fase,tipo_poco,lda,diametro_fase,metragem,nfases
FPZ8M8,5,VERTICAL,195.0,8.5,924.0,5
FW03CX,1,DIRECIONAL,116.0,26.0,359.0,4
FW03CX,2,DIRECIONAL,116.0,17.5,785.0,4
FW03CX,3,DIRECIONAL,116.0,12.25,771.0,4
FW03CX,4,DIRECIONAL,116.0,8.5,88.0,4
29B402,1,DIRECIONAL,116.0,26.0,361.0,4
29B402,2,DIRECIONAL,116.0,14.75,621.0,4
29B402,3,DIRECIONAL,116.0,12.25,808.0,4
29B402,4,DIRECIONAL,116.0,8.5,87.0,4
0Q3V23,1,DIRECIONAL,121.0,26.0,356.0,4
0Q3V23,2,DIRECIONAL,121.0,17.5,1210.0,4
0Q3V23,3,DIRECIONAL,121.0,12.25,10.0,4
0Q3V23,4,DIRECIONAL,121.0,8.5,977.0,4
88SE22,1,DIRECIONAL,121.0,12.25,105.0,2
88SE22,2,DIRECIONAL,121.0,8.5,1482.0,2
E221CO,1,DIRECIONAL,828.0,17.5,920.0,3
E221CO,2,DIRECIONAL,828.0,12.25,1902.0,3
E221CO,3,DIRECIONAL,828.0,8.5,0.0,3
FM462I,1,DIRECIONAL,923.0,17.5,878.0,2
FM462I,2,DIRECIONAL,923.0,12.25,1810.0,2
4SKYLS,1,DIRECIONAL,1410.0,17.5,877.0,2
4SKYLS,2,DIRECIONAL,1410.0,12.25,1157.0,2
358IJ0,1,DIRECIONAL,1410.0,12.25,1410.0,3
358IJ0,2,DIRECIONAL,1410.0,8.5,121.0,3
358IJ0,3,DIRECIONAL,1410.0,12.25,87.0,3
N83674,1,DIRECIONAL,1313.0,17.5,989.0,2
N83674,2,DIRECIONAL,1313.0,12.25,1387.0,2
7XFK14,1,DIRECIONAL,1442.0,17.5,777.0,4
7XFK14,2,DIRECIONAL,1442.0,12.25,1514.0,4
7XFK14,3,DIRECIONAL,1442.0,8.5,28.0,4
7XFK14,4,DIRECIONAL,1442.0,12.25,130.0,4
EY2D93,1,DIRECIONAL,1340.0,20.0,810.0,3
EY2D93,2,DIRECIONAL,1340.0,14.75,8.0,3
EY2D93,3,DIRECIONAL,1340.0,12.25,1981.0,3
5748J6,1,DIRECIONAL,1428.0,17.5,1992.0,2
5748J6,2,DIRECIONAL,1428.0,12.25,1795.0,2
4S1ATI,1,DIRECIONAL,1429.0,20.0,1069.0,3
4S1ATI,2,DIRECIONAL,1429.0,14.75,1150.0,3
4S1ATI,3,DIRECIONAL,1429.0,12.25,521.0,3
P4WCLP,1,0,1372.0,20.0,1057.0,3
P4WCLP,2,0,1372.0,14.75,1130.0,3
P4WCLP,3,0,1372.0,12.25,419.0,3
2995A4,1,DIRECIONAL,1454.0,20.0,1010.0,3
2995A4,2,DIRECIONAL,1454.0,14.75,1110.0,3
2995A4,3,DIRECIONAL,1454.0,12.25,473.0,3
STB277,1,DIRECIONAL,1338.0,20.0,1163.0,3
STB277,2,DIRECIONAL,1338.0,14.75,1152.0,3
STB277,3,DIRECIONAL,1338.0,12.25,592.0,3
M47QM0,1,DIRECIONAL,1501.0,36.0,33.0,3
M47QM0,2,DIRECIONAL,1501.0,17.5,961.0,3
M47QM0,3,DIRECIONAL,1501.0,12.25,1262.0,3
KJ79F0,1,DIRECIONAL,1484.0,36.0,60.0,7
KJ79F0,2,DIRECIONAL,1484.0,14.75,828.0,7
KJ79F0,2,DIRECIONAL,1484.0,17.5,0.0,7
KJ79F0,2,DIRECIONAL,1484.0,26.0,20.0,7
KJ79F0,3,DIRECIONAL,1484.0,12.25,733.0,7
KJ79F0,3,DIRECIONAL,1484.0,14.75,0.0,7
KJ79F0,4,DIRECIONAL,1484.0,9.5,32.0,7
N8VUB6,1,DIRECIONAL,745.0,26.0,318.0,3
N8VUB6,2,DIRECIONAL,745.0,16.0,1374.0,3
N8VUB6,3,DIRECIONAL,745.0,12.25,1668.0,3
SOQ0H0,1,DIRECIONAL,873.0,26.0,464.0,3
SOQ0H0,2,DIRECIONAL,873.0,16.0,1220.0,3
SOQ0H0,3,DIRECIONAL,873.0,12.25,1456.0,3
0AS6ZY,1,VERTICAL,1358.0,17.5,1033.0,4
0AS6ZY,2,VERTICAL,1358.0,12.25,1486.0,4
0AS6ZY,3,VERTICAL,1358.0,8.5,18.0,4
0AS6ZY,4,VERTICAL,1358.0,12.25,77.0,4
0NKCVK,1,DIRECIONAL,1581.0,17.5,811.0,2
0NKCVK,2,DIRECIONAL,1581.0,12.25,1516.0,2
QJCDQ5,1,DIRECIONAL,1456.0,36.0,63.0,3
QJCDQ5,2,DIRECIONAL,1456.0,20.0,930.0,3
QJCDQ5,3,DIRECIONAL,1456.0,14.75,1464.0,3
SAM8L7,1,DIRECIONAL,1526.0,36.0,61.0,1
LX083Y,1,DIRECIONAL,1526.0,36.0,61.0,4
LX083Y,2,DIRECIONAL,1526.0,26.0,1025.0,4
LX083Y,3,DIRECIONAL,1526.0,16.0,920.0,4
LX083Y,4,DIRECIONAL,1526.0,12.25,1480.0,4
Y164GH,1,DIRECIONAL,1396.0,26.0,50.0,1
DY1S32,1,DIRECIONAL,1396.0,26.0,50.0,2
DY1S32,2,DIRECIONAL,1396.0,17.5,1007.0,2
25P4TQ,1,VERTICAL,2005.0,42.0,84.0,6
25P4TQ,2,VERTICAL,2005.0,28.0,1103.0,6
25P4TQ,3,VERTICAL,2005.0,22.0,1251.0,6
25P4TQ,4,VERTICAL,2005.0,16.0,758.0,6
25P4TQ,5,VERTICAL,2005.0,12.25,604.0,6
25P4TQ,5,VERTICAL,2005.0,8.5,0.0,6
M9487F,1,VERTICAL,1269.0,30.0,46.0,4
M9487F,2,VERTICAL,1269.0,20.0,896.0,4
M9487F,3,VERTICAL,1269.0,14.75,15.0,4
M9487F,4,VERTICAL,1269.0,12.25,740.0,4
G6DB0E,1,DIRECIONAL,1352.0,20.0,863.0,1
204AMW,1,DIRECIONAL,1355.0,30.0,46.0,3
204AMW,2,DIRECIONAL,1355.0,20.0,846.0,3
204AMW,3,DIRECIONAL,1355.0,14.75,885.0,3
D08XGM,1,DIRECIONAL,1299.0,30.0,47.0,3
D08XGM,2,DIRECIONAL,1299.0,20.0,969.0,3
D08XGM,3,DIRECIONAL,1299.0,14.75,1122.0,3
AS00ZA,1,DIRECIONAL,1268.0,30.0,56.0,3
AS00ZA,2,DIRECIONAL,1268.0,20.0,736.0,3
AS00ZA,3,DIRECIONAL,1268.0,14.75,1068.0,3
8BCI77,1,DIRECIONAL,1345.0,30.0,44.0,3
8BCI77,2,DIRECIONAL,1345.0,20.0,642.0,3
8BCI77,3,DIRECIONAL,1345.0,14.75,1314.0,3
3P47LS,1,DIRECIONAL,1314.0,20.0,672.0,2
3P47LS,2,DIRECIONAL,1314.0,14.75,1187.0,2
AM3WV9,1,DIRECIONAL,1283.0,20.0,620.0,4
AM3WV9,2,DIRECIONAL,1283.0,12.25,334.0,4
AM3WV9,3,DIRECIONAL,1283.0,20.0,373.0,4
AM3WV9,4,DIRECIONAL,1283.0,12.25,800.0,4
EM4Z69,2,DIRECIONAL,1433.0,20.0,487.0,2
EM4Z69,3,DIRECIONAL,1433.0,14.75,1880.0,2
KE7AVB,3,DIRECIONAL,1433.0,14.75,1037.0,1
2O73HS,1,VERTICAL,1283.0,36.0,36.0,3
2O73HS,2,VERTICAL,1283.0,17.5,580.0,3
2O73HS,3,VERTICAL,1283.0,12.25,1122.0,3
52KDPH,1,DIRECIONAL,1299.0,30.0,46.0,4
52KDPH,2,DIRECIONAL,1299.0,20.0,687.0,4
52KDPH,3,DIRECIONAL,1299.0,20.0,187.0,4
52KDPH,4,DIRECIONAL,1299.0,14.75,1821.0,4
P4V81H,1,DIRECIONAL,2121.0,36.0,86.0,7
P4V81H,2,DIRECIONAL,2121.0,26.0,916.0,7
P4V81H,3,DIRECIONAL,2121.0,17.5,1909.0,7
P4V81H,3,DIRECIONAL,2121.0,26.0,110.0,7
P4V81H,4,DIRECIONAL,2121.0,12.25,410.0,7
P4V81H,5,DIRECIONAL,2121.0,8.5,0.0,7
P4V81H,5,DIRECIONAL,2121.0,9.0,0.0,7
5TN53E,1,VERTICAL,2139.0,36.0,86.0,5
5TN53E,2,VERTICAL,2139.0,26.0,1055.0,5
5TN53E,3,VERTICAL,2139.0,17.5,1730.0,5
5TN53E,4,VERTICAL,2139.0,12.25,392.0,5
5TN53E,5,VERTICAL,2139.0,9.0,0.0,5
Z5NF22,1,VERTICAL,2110.0,36.0,85.5,5
Z5NF22,2,VERTICAL,2110.0,26.0,753.0,5
Z5NF22,3,VERTICAL,2110.0,17.5,1875.0,5
Z5NF22,4,VERTICAL,2110.0,12.25,113.0,5
Z5NF22,5,VERTICAL,2110.0,8.5,159.0,5
R451L1,1,DIRECIONAL,2248.0,36.0,87.0,6
R451L1,2,DIRECIONAL,2248.0,26.0,1150.0,6
R451L1,3,DIRECIONAL,2248.0,17.5,1379.0,6
R451L1,4,DIRECIONAL,2248.0,12.25,309.0,6
R451L1,5,DIRECIONAL,2248.0,8.5,0.0,6
R451L1,5,DIRECIONAL,2248.0,9.5,0.0,6
1FPJ3C,1,VERTICAL,2136.0,36.0,86.5,5
1FPJ3C,2,VERTICAL,2136.0,26.0,835.5,5
1FPJ3C,3,VERTICAL,2136.0,17.5,1951.0,5
1FPJ3C,4,VERTICAL,2136.0,12.25,392.0,5
1FPJ3C,5,VERTICAL,2136.0,12.25,0.0,5
J8M746,1,DIRECIONAL,2179.0,36.0,85.0,5
J8M746,2,DIRECIONAL,2179.0,26.0,1056.0,5
J8M746,3,DIRECIONAL,2179.0,17.5,2088.0,5
J8M746,4,DIRECIONAL,2179.0,12.25,430.0,5
J8M746,5,DIRECIONAL,2179.0,8.5,0.0,5
37HR68,1,VERTICAL,2135.0,36.0,85.0,7
37HR68,2,VERTICAL,2135.0,26.0,824.0,7
37HR68,3,VERTICAL,2135.0,14.75,993.0,7
37HR68,3,VERTICAL,2135.0,16.0,1002.0,7
37HR68,4,VERTICAL,2135.0,8.5,376.0,7
37HR68,4,VERTICAL,2135.0,9.0,0.0,7
37HR68,4,VERTICAL,2135.0,9.5,0.0,7
932T15,1,VERTICAL,2252.0,36.0,21.0,2
932T15,2,VERTICAL,2252.0,26.0,950.0,2
U17SPU,2,VERTICAL,2252.0,26.0,748.0,5
U17SPU,3,VERTICAL,2252.0,17.5,1491.0,5
U17SPU,4,VERTICAL,2252.0,12.25,274.0,5
U17SPU,5,VERTICAL,2252.0,8.5,0.0,5
U17SPU,5,VERTICAL,2252.0,9.0,0.0,5
RBC7S1,1,VERTICAL,2137.0,36.0,61.0,5
RBC7S1,2,VERTICAL,2137.0,26.0,1144.0,5
RBC7S1,3,VERTICAL,2137.0,17.5,1441.0,5
RBC7S1,4,VERTICAL,2137.0,12.25,354.0,5
RBC7S1,5,VERTICAL,2137.0,8.5,0.0,5
V19926,1,VERTICAL,0.0,24.0,48.0,4
V19926,2,VERTICAL,0.0,16.0,712.0,4
V19926,3,VERTICAL,0.0,12.25,1377.0,4
V19926,4,VERTICAL,0.0,8.5,368.0,4
65WK0T,1,VERTICAL,0.0,24.0,47.0,4
65WK0T,2,VERTICAL,0.0,16.0,705.0,4
65WK0T,3,VERTICAL,0.0,12.25,1382.0,4
65WK0T,4,VERTICAL,0.0,8.5,377.0,4
919JV7,1,DIRECIONAL,0.0,26.0,500.0,3
919JV7,2,DIRECIONAL,0.0,17.5,700.0,3
919JV7,3,DIRECIONAL,0.0,12.25,0.0,3
WNQO87,1,VERTICAL,300.0,26.0,88.0,1
TK69H9,1,DIRECIONAL,721.0,17.5,1067.0,4
TK69H9,2,DIRECIONAL,721.0,12.25,1241.0,4
TK69H9,3,DIRECIONAL,721.0,8.46875,51.0,4
TK69H9,4,DIRECIONAL,721.0,12.25,196.0,4
I6HKB4,1,DIRECIONAL,506.0,36.0,66.0,3
I6HKB4,2,DIRECIONAL,506.0,17.5,1013.0,3
I6HKB4,3,DIRECIONAL,506.0,12.25,1654.0,3
M425PC,1,DIRECIONAL,387.0,26.0,63.0,5
M425PC,2,DIRECIONAL,387.0,17.5,1030.0,5
M425PC,3,DIRECIONAL,387.0,12.25,1365.0,5
M425PC,4,DIRECIONAL,387.0,8.5,43.0,5
M425PC,5,DIRECIONAL,387.0,12.25,133.0,5
QP4H8D,1,VERTICAL,1159.0,26.0,66.0,3
QP4H8D,2,VERTICAL,1159.0,17.5,666.0,3
QP4H8D,3,VERTICAL,1159.0,12.25,1070.0,3
5Z96V7,1,VERTICAL,1962.0,36.0,60.0,4
5Z96V7,2,VERTICAL,1962.0,17.5,519.0,4
5Z96V7,3,VERTICAL,1962.0,12.25,630.0,4
5Z96V7,4,VERTICAL,1962.0,8.5,0.0,4
EM7HL7,1,VERTICAL,933.0,17.5,804.0,4
EM7HL7,2,VERTICAL,933.0,12.25,1853.0,4
EM7HL7,3,VERTICAL,933.0,8.5,58.0,4
EM7HL7,4,VERTICAL,933.0,12.25,425.0,4
A552P3,1,DIRECIONAL,1034.0,17.5,656.0,2
A552P3,2,DIRECIONAL,1034.0,12.25,1376.0,2
8009Z1,1,DIRECIONAL,1044.0,17.5,725.0,2
8009Z1,2,DIRECIONAL,1044.0,12.25,1469.0,2
1Z443Q,1,DIRECIONAL,1132.0,30.0,35.0,3
1Z443Q,2,DIRECIONAL,1132.0,17.5,670.0,3
1Z443Q,3,DIRECIONAL,1132.0,12.25,1642.0,3
737WC9,1,DIRECIONAL,1231.0,16.0,670.0,2
737WC9,2,DIRECIONAL,1231.0,8.5,1538.0,2
7U22F1,1,DIRECIONAL,1127.0,17.5,676.0,4
7U22F1,2,DIRECIONAL,1127.0,12.25,1011.0,4
7U22F1,3,DIRECIONAL,1127.0,8.5,66.0,4
7U22F1,4,DIRECIONAL,1127.0,12.25,89.0,4
XSAUBU,1,DIRECIONAL,924.0,30.0,34.0,3
XSAUBU,2,DIRECIONAL,924.0,20.0,740.0,3
XSAUBU,3,DIRECIONAL,924.0,12.25,1308.0,3
06U7Q3,1,VERTICAL,1188.0,17.5,606.0,2
06U7Q3,2,VERTICAL,1188.0,12.25,528.0,2
2H9XGU,1,0,0.0,12.25,1014.0,1
5E814K,1,DIRECIONAL,1188.0,12.25,1257.0,1
5PS49Z,1,DIRECIONAL,1143.0,36.0,31.0,3
5PS49Z,2,DIRECIONAL,1143.0,17.5,719.0,3
5PS49Z,3,DIRECIONAL,1143.0,12.25,1219.0,3
JXX7N2,1,DIRECIONAL,1320.0,17.5,699.0,2
JXX7N2,2,DIRECIONAL,1320.0,12.25,935.0,2
8919BF,1,DIRECIONAL,1231.0,8.5,1198.0,1
97UN7E,1,DIRECIONAL,978.0,30.0,31.0,3
97UN7E,2,DIRECIONAL,978.0,17.5,713.0,3
97UN7E,3,DIRECIONAL,978.0,12.25,1391.0,3
1P1U99,1,DIRECIONAL,984.0,30.0,34.0,5
1P1U99,2,DIRECIONAL,984.0,20.0,682.0,5
1P1U99,3,DIRECIONAL,984.0,12.25,1213.0,5
1P1U99,4,DIRECIONAL,984.0,8.5,12.0,5
1P1U99,5,DIRECIONAL,984.0,12.25,80.0,5
0Y48Q0,1,DIRECIONAL,1094.0,30.0,33.0,3
0Y48Q0,2,DIRECIONAL,1094.0,17.5,952.0,3
0Y48Q0,3,DIRECIONAL,1094.0,12.25,1554.0,3
H41QXW,1,DIRECIONAL,1085.0,30.0,31.0,3
H41QXW,2,DIRECIONAL,1085.0,17.5,924.0,3
H41QXW,3,DIRECIONAL,1085.0,12.25,1768.0,3
ZE0L35,1,DIRECIONAL,928.0,36.0,50.0,3
ZE0L35,2,DIRECIONAL,928.0,17.5,723.0,3
ZE0L35,3,DIRECIONAL,928.0,12.25,1617.0,3
U1U828,1,DIRECIONAL,1169.0,36.0,62.0,5
U1U828,2,DIRECIONAL,1169.0,26.0,316.0,5
U1U828,3,DIRECIONAL,1169.0,16.0,447.0,5
U1U828,4,DIRECIONAL,1169.0,12.25,1324.0,5
U1U828,5,DIRECIONAL,1169.0,14.75,487.0,5
780S3K,1,DIRECIONAL,1050.0,30.0,32.0,4
780S3K,2,DIRECIONAL,1050.0,17.5,652.0,4
780S3K,3,DIRECIONAL,1050.0,14.75,1370.0,4
780S3K,4,DIRECIONAL,1050.0,12.25,961.0,4
3HBNV2,1,DIRECIONAL,921.0,36.0,51.0,4
3HBNV2,2,DIRECIONAL,921.0,26.0,464.0,4
3HBNV2,3,DIRECIONAL,921.0,16.0,650.0,4
3HBNV2,4,DIRECIONAL,921.0,12.25,1116.0,4
3Q0F22,1,VERTICAL,1100.0,17.5,788.0,2
3Q0F22,2,VERTICAL,1100.0,8.5,609.0,2
Z6DL4B,1,DIRECIONAL,1438.0,36.0,63.0,7
Z6DL4B,2,DIRECIONAL,1438.0,26.0,799.0,7
Z6DL4B,3,DIRECIONAL,1438.0,16.0,1405.0,7
Z6DL4B,4,DIRECIONAL,1438.0,12.25,30.0,7
Z6DL4B,5,DIRECIONAL,1438.0,8.5,0.0,7
Z6DL4B,6,DIRECIONAL,1438.0,12.25,0.0,7
Z6DL4B,7,DIRECIONAL,1438.0,8.5,738.0,7
MEM0IF,1,DIRECIONAL,1180.0,36.0,63.0,6
MEM0IF,2,DIRECIONAL,1180.0,26.0,804.0,6
MEM0IF,3,DIRECIONAL,1180.0,16.0,0.0,6
MEM0IF,4,DIRECIONAL,1180.0,17.5,1447.0,6
MEM0IF,5,DIRECIONAL,1180.0,12.25,0.0,6
MEM0IF,6,DIRECIONAL,1180.0,8.5,1436.0,6
9WC0Y1,1,DIRECIONAL,1266.0,36.0,192.0,5
9WC0Y1,2,DIRECIONAL,1266.0,26.0,797.0,5
9WC0Y1,3,DIRECIONAL,1266.0,16.0,1460.0,5
9WC0Y1,4,DIRECIONAL,1266.0,12.25,49.0,5
9WC0Y1,5,DIRECIONAL,1266.0,8.5,840.0,5
0H1F4J,3,DIRECIONAL,1123.0,12.25,776.5,1
2LG52Y,1,DIRECIONAL,1092.0,36.0,65.0,4
2LG52Y,2,DIRECIONAL,1092.0,26.0,408.0,4
2LG52Y,3,DIRECIONAL,1092.0,16.0,430.0,4
2LG52Y,4,DIRECIONAL,1092.0,12.25,1070.0,4
1ZE89L,1,DIRECIONAL,1409.0,36.0,62.7,4
1ZE89L,2,DIRECIONAL,1409.0,26.0,473.3,4
1ZE89L,3,DIRECIONAL,1409.0,16.0,494.0,4
1ZE89L,4,DIRECIONAL,1409.0,12.25,628.0,4
BVQ266,1,DIRECIONAL,1692.0,36.0,61.0,4
BVQ266,2,DIRECIONAL,1692.0,26.0,616.0,4
BVQ266,3,DIRECIONAL,1692.0,16.0,1200.0,4
BVQ266,4,DIRECIONAL,1692.0,12.25,1394.0,4
AS7C9F,1,DIRECIONAL,1468.0,26.0,97.0,3
AS7C9F,2,DIRECIONAL,1468.0,17.5,492.0,3
AS7C9F,3,DIRECIONAL,1468.0,12.25,1273.0,3
LFORZ8,1,DIRECIONAL,1468.0,12.25,296.0,1
1YMOQB,1,DIRECIONAL,1145.0,36.0,57.0,4
1YMOQB,2,DIRECIONAL,1145.0,17.5,863.0,4
1YMOQB,3,DIRECIONAL,1145.0,12.25,10.0,4
1YMOQB,3,DIRECIONAL,1145.0,8.5,252.0,4
VGI904,1,DIRECIONAL,1145.0,12.25,1719.0,1
7N2NXG,1,VERTICAL,1227.0,36.0,73.0,5
7N2NXG,2,VERTICAL,1227.0,26.0,759.0,5
7N2NXG,3,VERTICAL,1227.0,16.0,1761.0,5
7N2NXG,4,VERTICAL,1227.0,14.75,565.0,5
7N2NXG,5,VERTICAL,1227.0,8.5,154.0,5
SFP22Y,1,DIRECIONAL,1113.0,36.0,56.0,1
52QPC0,1,DIRECIONAL,1134.0,17.5,743.0,4
52QPC0,2,DIRECIONAL,1134.0,12.25,990.0,4
52QPC0,3,DIRECIONAL,1134.0,8.5,63.0,4
52QPC0,4,DIRECIONAL,1134.0,12.25,320.0,4
81JHY2,1,DIRECIONAL,1134.0,12.25,1042.0,1
3T8YZ3,1,VERTICAL,1917.0,17.5,600.0,4
3T8YZ3,2,VERTICAL,1917.0,12.25,258.0,4
3T8YZ3,3,VERTICAL,1917.0,8.5,67.0,4
3T8YZ3,4,VERTICAL,1917.0,12.25,413.0,4
95BSQO,1,DIRECIONAL,1629.0,26.0,62.0,7
95BSQO,2,DIRECIONAL,1629.0,17.5,943.0,7
95BSQO,3,DIRECIONAL,1629.0,12.25,146.0,7
95BSQO,4,DIRECIONAL,1629.0,8.5,18.0,7
95BSQO,5,DIRECIONAL,1629.0,12.25,37.0,7
95BSQO,6,DIRECIONAL,1629.0,8.5,21.0,7
95BSQO,7,DIRECIONAL,1629.0,12.25,583.0,7
AB1LNO,1,VERTICAL,1723.0,26.0,52.0,5
AB1LNO,2,VERTICAL,1723.0,17.5,564.0,5
AB1LNO,3,VERTICAL,1723.0,12.25,463.0,5
AB1LNO,4,VERTICAL,1723.0,8.5,18.0,5
AB1LNO,5,VERTICAL,1723.0,12.25,41.0,5
HWG73X,1,VERTICAL,1808.0,17.5,604.0,2
HWG73X,2,VERTICAL,1808.0,12.25,811.0,2
I789FD,1,VERTICAL,1496.0,17.5,745.0,2
I789FD,2,VERTICAL,1496.0,12.25,1144.0,2
T3COS4,1,DIRECIONAL,1235.0,26.0,69.0,1
2VJ3VF,1,DIRECIONAL,1227.0,17.5,508.0,1
Y36M5S,1,VERTICAL,1235.0,8.5,559.0,1
453QY5,1,DIRECIONAL,1179.0,30.0,34.0,3
453QY5,2,DIRECIONAL,1179.0,17.5,875.0,3
453QY5,3,DIRECIONAL,1179.0,12.25,1206.0,3
I21S3G,1,DIRECIONAL,1187.0,30.0,33.0,3
I21S3G,2,DIRECIONAL,1187.0,17.5,792.0,3
I21S3G,3,DIRECIONAL,1187.0,12.25,1370.0,3
6U7BKS,1,DIRECIONAL,1283.0,17.5,925.0,2
6U7BKS,2,DIRECIONAL,1283.0,12.25,1363.0,2
7JJ742,1,DIRECIONAL,1020.0,26.0,251.0,3
7JJ742,2,DIRECIONAL,1020.0,16.0,560.0,3
7JJ742,3,DIRECIONAL,1020.0,12.25,1010.0,3
XFRIXL,1,VERTICAL,1314.0,17.5,616.0,2
XFRIXL,2,VERTICAL,1314.0,12.25,1092.0,2
W9F4T6,1,DIRECIONAL,1266.0,12.25,2133.0,1
M4VTZ6,1,DIRECIONAL,1181.0,12.25,1736.0,1
07I7UF,1,DIRECIONAL,1344.0,17.5,894.0,2
07I7UF,2,DIRECIONAL,1344.0,12.25,1082.0,2
S5OG26,1,DIRECIONAL,1344.0,12.25,815.0,1
FEW53P,1,DIRECIONAL,1344.0,12.25,1045.0,1
KA7WW9,1,DIRECIONAL,1388.0,17.5,846.0,2
KA7WW9,2,DIRECIONAL,1388.0,12.25,1272.0,2
N25035,1,DIRECIONAL,1368.0,17.5,933.0,2
N25035,2,DIRECIONAL,1368.0,12.25,1220.0,2
980LDN,1,DIRECIONAL,1243.0,17.5,888.0,2
980LDN,2,DIRECIONAL,1243.0,12.25,1884.0,2
02AKUT,1,DIRECIONAL,1243.0,12.25,745.0,1
WE3TWT,1,DIRECIONAL,1230.0,17.5,963.0,2
WE3TWT,2,DIRECIONAL,1230.0,12.25,1345.0,2
O72J48,1,DIRECIONAL,981.0,17.5,798.0,2
O72J48,2,DIRECIONAL,981.0,12.25,1206.0,2
581342,1,DIRECIONAL,1300.0,17.5,903.0,2
581342,2,DIRECIONAL,1300.0,12.25,1219.0,2
1RON4Q,1,DIRECIONAL,1287.0,30.0,36.0,3
1RON4Q,2,DIRECIONAL,1287.0,17.5,928.0,3
1RON4Q,3,DIRECIONAL,1287.0,12.25,1105.0,3
WE1Y72,1,DIRECIONAL,1224.0,12.25,1810.0,1
711JZ7,1,DIRECIONAL,1216.0,26.0,707.0,2
711JZ7,2,DIRECIONAL,1216.0,12.25,1340.0,2
ZUSIAU,1,DIRECIONAL,1611.0,30.0,32.0,3
ZUSIAU,2,DIRECIONAL,1611.0,17.5,751.0,3
ZUSIAU,3,DIRECIONAL,1611.0,12.25,363.0,3
6JR7QJ,1,DIRECIONAL,1611.0,12.25,0.0,2
6JR7QJ,2,DIRECIONAL,1611.0,14.75,293.0,2
25R03Q,1,DIRECIONAL,1611.0,14.75,1072.0,1
37AOVR,1,DIRECIONAL,1735.0,30.0,32.0,3
37AOVR,2,DIRECIONAL,1735.0,17.5,754.0,3
37AOVR,3,DIRECIONAL,1735.0,14.75,624.0,3
M3A8FL,1,DIRECIONAL,1735.0,14.75,342.0,1
227F02,1,DIRECIONAL,1095.0,17.5,720.0,2
227F02,2,DIRECIONAL,1095.0,12.25,1293.0,2
I6MFR5,1,DIRECIONAL,1262.0,20.0,810.0,3
I6MFR5,2,DIRECIONAL,1262.0,14.75,961.0,3
I6MFR5,3,DIRECIONAL,1262.0,12.25,380.0,3
Y49MIC,1,DIRECIONAL,1229.0,30.0,36.0,3
Y49MIC,2,DIRECIONAL,1229.0,20.0,776.0,3
Y49MIC,3,DIRECIONAL,1229.0,14.75,1691.0,3
QKCO60,1,DIRECIONAL,1343.0,17.5,912.0,2
QKCO60,2,DIRECIONAL,1343.0,12.25,1369.0,2
DM456Q,1,DIRECIONAL,1336.0,12.25,880.0,1
9753ZM,1,DIRECIONAL,1336.0,12.25,1001.0,2
9753ZM,2,DIRECIONAL,1336.0,8.5,670.0,2
3A40QA,1,DIRECIONAL,1081.0,30.0,35.0,3
3A40QA,2,DIRECIONAL,1081.0,17.5,920.0,3
3A40QA,3,DIRECIONAL,1081.0,12.25,1051.0,3
8EJO2V,1,DIRECIONAL,1052.0,17.5,872.0,2
8EJO2V,2,DIRECIONAL,1052.0,12.25,1718.0,2
O0716M,1,DIRECIONAL,1079.0,30.0,33.0,3
O0716M,2,DIRECIONAL,1079.0,17.5,829.0,3
O0716M,3,DIRECIONAL,1079.0,12.25,1222.0,3
7Y6V01,1,DIRECIONAL,1464.0,36.0,59.0,4
7Y6V01,2,DIRECIONAL,1464.0,26.0,300.0,4
7Y6V01,3,DIRECIONAL,1464.0,16.0,476.0,4
7Y6V01,4,DIRECIONAL,1464.0,12.25,1380.0,4
AY80M6,1,DIRECIONAL,1501.0,36.0,64.0,3
AY80M6,2,DIRECIONAL,1501.0,20.0,738.0,3
AY80M6,3,DIRECIONAL,1501.0,14.75,1282.0,3
VXE5T2,1,DIRECIONAL,1441.0,30.0,33.0,4
VXE5T2,2,DIRECIONAL,1441.0,20.0,774.0,4
VXE5T2,3,DIRECIONAL,1441.0,14.75,780.0,4
VXE5T2,4,DIRECIONAL,1441.0,12.25,845.0,4
874T7Q,1,DIRECIONAL,1848.0,36.0,103.0,3
874T7Q,2,DIRECIONAL,1848.0,17.5,594.0,3
874T7Q,3,DIRECIONAL,1848.0,14.75,824.0,3
42F077,1,DIRECIONAL,1841.0,36.0,72.0,3
42F077,2,DIRECIONAL,1841.0,17.5,625.0,3
42F077,3,DIRECIONAL,1841.0,14.75,1014.0,3
SJZI4X,1,DIRECIONAL,1840.0,36.0,60.0,3
SJZI4X,2,DIRECIONAL,1840.0,17.5,655.5,3
SJZI4X,3,DIRECIONAL,1840.0,14.75,1155.0,3
C2F604,1,DIRECIONAL,1804.0,36.0,61.0,3
C2F604,2,DIRECIONAL,1804.0,17.5,653.0,3
C2F604,3,DIRECIONAL,1804.0,14.75,1180.0,3
MW4A1F,1,DIRECIONAL,1288.0,17.5,742.0,2
MW4A1F,2,DIRECIONAL,1288.0,12.25,1079.0,2
3OUUV5,1,DIRECIONAL,1806.0,36.0,61.0,3
3OUUV5,2,DIRECIONAL,1806.0,17.5,660.0,3
3OUUV5,3,DIRECIONAL,1806.0,14.75,1143.0,3
DLI8J4,1,DIRECIONAL,1692.0,36.0,61.0,4
DLI8J4,2,DIRECIONAL,1692.0,26.0,353.0,4
