,Nome do Poço,Fase,Tipo Poço,LDA (Lâmina D'Água),Diâmetro Fase,Metragem,NFases
7842,QI7Q19,1,HORIZONTAL,871.0,12 1/4  ,2376.0,2
7843,QI7Q19,2,HORIZONTAL,871.0,8 1/2   ,591.0,2
7844,3O75SB,1,HORIZONTAL,1313.0,12 1/4  ,1329.0,2
7845,3O75SB,2,HORIZONTAL,1313.0,8 1/2   ,894.0,2
7846,KBKAR4,1,HORIZONTAL,1444.0,12 1/4  ,1555.0,2
7847,KBKAR4,2,HORIZONTAL,1444.0,8 1/2   ,885.0,2
7848,G3F1P3,1,DIRECIONAL,1274.0,12 1/4  ,1386.0,1
7849,06JW00,1,VERTICAL,945.0,17 1/2  ,868.0,2
7850,06JW00,2,VERTICAL,945.0,12 1/4  ,1328.0,2
7851,82Q143,1,HORIZONTAL,1428.0,12 1/4  ,162.0,2
7852,82Q143,2,HORIZONTAL,1428.0,8 1/2   ,864.0,2
7853,7KTB8C,1,DIRECIONAL,954.0,12 1/4  ,1380.0,1
7854,LQ7ZHD,1,DIRECIONAL,920.0,17 1/2  ,1078.0,3
7855,LQ7ZHD,2,DIRECIONAL,920.0,12 1/4  ,1329.0,3
7856,LQ7ZHD,3,DIRECIONAL,920.0,8 1/2   ,572.0,3
7857,2I51KH,1,HORIZONTAL,1340.0,12 1/4  ,604.0,1
7858,EX03LQ,1,HORIZONTAL,1340.0,12 1/4  ,1061.0,2
7859,EX03LQ,2,HORIZONTAL,1340.0,8 1/2   ,744.0,2
7860,9D0S88,1,HORIZONTAL,1383.0,26      ,23.0,1
7861,JILJ39,1,HORIZONTAL,1383.0,26      ,23.0,3
7862,JILJ39,2,HORIZONTAL,1383.0,17 1/2  ,922.0,3
7863,JILJ39,3,HORIZONTAL,1383.0,12 1/4  ,1499.0,3
7864,77JXV3,1,HORIZONTAL,1383.0,12 1/4  ,360.0,2
7865,77JXV3,2,HORIZONTAL,1383.0,8 1/2   ,772.0,2
7866,6JNC83,1,HORIZONTAL,1417.0,26      ,38.0,4
7867,6JNC83,2,HORIZONTAL,1417.0,17 1/2  ,927.0,4
7868,6JNC83,3,HORIZONTAL,1417.0,12 1/4  ,1118.0,4
7869,6JNC83,4,HORIZONTAL,1417.0,8 1/2   ,836.0,4
7870,I59QS0,1,HORIZONTAL,1447.0,12 1/4  ,213.0,1
7871,19P4U8,1,HORIZONTAL,1447.0,12 1/4  ,920.0,2
7872,19P4U8,2,HORIZONTAL,1447.0,8 1/2   ,846.0,2
7873,6C2Q6D,1,HORIZONTAL,1581.0,12 1/4  ,956.0,2
7874,6C2Q6D,2,HORIZONTAL,1581.0,8 1/2   ,136.0,2
7875,S63B58,1,HORIZONTAL,1358.0,12 1/4  ,2049.0,1
7876,4V7204,1,HORIZONTAL,1358.0,12 1/4  ,90.0,2
7877,4V7204,2,HORIZONTAL,1358.0,8 1/2   ,660.0,2
7878,B4FHEC,1,HORIZONTAL,1341.0,17 1/2  ,1051.0,1
7879,3W7IZ9,1,HORIZONTAL,1280.0,26      ,46.0,1
7880,G787XD,1,HORIZONTAL,1339.0,26      ,48.0,1
7881,6XS496,1,HORIZONTAL,1340.0,26      ,52.0,3
7882,6XS496,2,HORIZONTAL,1340.0,17 1/2  ,993.0,3
7883,6XS496,3,HORIZONTAL,1340.0,12 1/4  ,2014.0,3
7884,21TUXN,1,HORIZONTAL,1301.0,30      ,48.0,4
7885,21TUXN,2,HORIZONTAL,1301.0,17 1/2  ,834.0,4
7886,21TUXN,3,HORIZONTAL,1301.0,12 1/4  ,1252.0,4
7887,21TUXN,4,HORIZONTAL,1301.0,8 1/2   ,990.0,4
7888,3I1DC0,1,HORIZONTAL,1224.0,17 1/2  ,788.0,2
7889,3I1DC0,2,HORIZONTAL,1224.0,12 1/4  ,1564.0,2
7890,5211TA,1,HORIZONTAL,1224.0,12 1/4  ,372.0,2
7891,5211TA,2,HORIZONTAL,1224.0,8 1/2   ,912.0,2
7892,T07D6S,1,HORIZONTAL,1224.0,8 1/2   ,505.0,1
7893,HE4W18,1,HORIZONTAL,1315.0,30      ,47.0,4
7894,HE4W18,2,HORIZONTAL,1315.0,17 1/2  ,668.0,4
7895,HE4W18,3,HORIZONTAL,1315.0,12 1/4  ,1370.0,4
7896,HE4W18,4,HORIZONTAL,1315.0,8 1/2   ,434.0,4
7897,00DL2O,1,HORIZONTAL,1315.0,8 1/2   ,1078.0,1
7898,110JJ1,1,HORIZONTAL,1322.0,30      ,67.0,2
7899,110JJ1,2,HORIZONTAL,1322.0,17 1/2  ,35.0,2
7900,D1YHPK,1,HORIZONTAL,1323.0,30      ,57.0,4
7901,D1YHPK,2,HORIZONTAL,1323.0,17 1/2  ,661.0,4
7902,D1YHPK,3,HORIZONTAL,1323.0,12 1/4  ,1122.0,4
7903,D1YHPK,4,HORIZONTAL,1323.0,8 1/2   ,1041.0,4
7904,G412U9,2,HORIZONTAL,1193.0,17 1/2  ,853.0,3
7905,G412U9,3,HORIZONTAL,1193.0,12 1/4  ,1226.0,3
7906,G412U9,4,HORIZONTAL,1193.0,8 1/2   ,978.0,3
7907,ALSX42,2,HORIZONTAL,1339.0,17 1/2  ,666.0,2
7908,ALSX42,3,HORIZONTAL,1339.0,12 1/4  ,1328.0,2
7909,6EW8D5,3,HORIZONTAL,1339.0,12 1/4  ,1435.0,2
7910,6EW8D5,4,HORIZONTAL,1339.0,8 1/2   ,845.0,2
7911,NUJ0GC,2,HORIZONTAL,1215.0,17 1/2  ,791.0,4
7912,NUJ0GC,3,HORIZONTAL,1215.0,12 1/4  ,1161.0,4
7913,NUJ0GC,4,HORIZONTAL,1215.0,12 1/4  ,0.0,4
7914,NUJ0GC,4,HORIZONTAL,1215.0,8 1/2   ,937.0,4
7915,E1M320,1,VERTICAL,1325.0,30      ,45.0,5
7916,E1M320,2,VERTICAL,1325.0,20      ,662.0,5
7917,E1M320,3,VERTICAL,1325.0,14 3/4  ,2030.0,5
7918,E1M320,4,VERTICAL,1325.0,8 1/2   ,619.0,5
7919,E1M320,4,VERTICAL,1325.0,9 1/2   ,0.0,5
7920,4AZXKQ,1,VERTICAL,1394.0,36      ,61.0,5
7921,4AZXKQ,2,VERTICAL,1394.0,26      ,577.0,5
7922,4AZXKQ,3,VERTICAL,1394.0,16      ,1689.0,5
7923,4AZXKQ,4,VERTICAL,1394.0,14 3/4  ,466.0,5
7924,4AZXKQ,5,VERTICAL,1394.0,8 1/2   ,497.6,5
7925,EW80CZ,1,VERTICAL,1439.0,36      ,60.7,3
7926,EW80CZ,2,VERTICAL,1439.0,26      ,846.3,3
7927,EW80CZ,3,VERTICAL,1439.0,14 3/4  ,527.0,3
7928,3UWE25,2,DIRECIONAL,1440.0,26      ,513.0,6
7929,3UWE25,3,DIRECIONAL,1440.0,16      ,1376.0,6
7930,3UWE25,4,DIRECIONAL,1440.0,14 3/4  ,936.0,6
7931,3UWE25,4,DIRECIONAL,1440.0,9 1/2   ,0.0,6
7932,3UWE25,5,DIRECIONAL,1440.0,6       ,0.0,6
7933,3UWE25,5,DIRECIONAL,1440.0,8 1/2   ,646.0,6
7934,BH3YVG,1,DIRECIONAL,1375.0,36      ,60.0,6
7935,BH3YVG,2,DIRECIONAL,1375.0,16      ,5.0,6
7936,BH3YVG,2,DIRECIONAL,1375.0,26      ,969.0,6
7937,BH3YVG,3,DIRECIONAL,1375.0,14 3/4  ,2137.0,6
7938,BH3YVG,4,DIRECIONAL,1375.0,8 1/2   ,667.0,6
7939,BH3YVG,4,DIRECIONAL,1375.0,9 1/2   ,0.0,6
7940,GC0G32,1,DIRECIONAL,1295.0,36      ,61.0,5
7941,GC0G32,2,DIRECIONAL,1295.0,26      ,994.0,5
7942,GC0G32,3,DIRECIONAL,1295.0,14 3/4  ,2076.0,5
7943,GC0G32,3,DIRECIONAL,1295.0,8 1/2   ,0.0,5
7944,GC0G32,4,DIRECIONAL,1295.0,8 1/2   ,513.0,5
7945,087R44,1,DIRECIONAL,1322.0,36      ,61.0,4
7946,087R44,2,DIRECIONAL,1322.0,26      ,925.0,4
7947,087R44,3,DIRECIONAL,1322.0,14 3/4  ,2017.0,4
7948,087R44,4,DIRECIONAL,1322.0,8 1/2   ,585.0,4
7949,46DPS4,2,HORIZONTAL,1292.0,20      ,894.0,3
7950,46DPS4,3,HORIZONTAL,1292.0,14 3/4  ,762.0,3
7951,46DPS4,4,HORIZONTAL,1292.0,9 1/2   ,912.0,3
7952,FWX8KA,1,DIRECIONAL,2116.0,42      ,86.0,7
7953,FWX8KA,2,DIRECIONAL,2116.0,26      ,1111.0,7
7954,FWX8KA,3,DIRECIONAL,2116.0,17 1/2  ,1706.0,7
7955,FWX8KA,4,DIRECIONAL,2116.0,12 1/4  ,309.0,7
7956,FWX8KA,5,DIRECIONAL,2116.0,12 1/4  ,109.0,7
7957,FWX8KA,5,DIRECIONAL,2116.0,8 1/2   ,0.0,7
7958,FWX8KA,5,DIRECIONAL,2116.0,9 1/2   ,0.0,7
7959,54QGC1,1,DIRECIONAL,2121.0,36      ,86.0,5
7960,54QGC1,2,DIRECIONAL,2121.0,26      ,1740.0,5
7961,54QGC1,3,DIRECIONAL,2121.0,17 1/2  ,1750.0,5
7962,54QGC1,4,DIRECIONAL,2121.0,12 1/4  ,323.0,5
7963,54QGC1,5,DIRECIONAL,2121.0,8 1/2   ,0.0,5
7964,OU9S8Q,1,VERTICAL,2120.0,36      ,86.0,4
7965,OU9S8Q,2,VERTICAL,2120.0,26      ,1094.0,4
7966,OU9S8Q,3,VERTICAL,2120.0,17 1/2  ,1592.0,4
7967,OU9S8Q,4,VERTICAL,2120.0,12 1/4  ,400.0,4
7968,H6NWRI,1,DIRECIONAL,2115.0,36      ,86.0,5
7969,H6NWRI,2,DIRECIONAL,2115.0,26      ,1104.0,5
7970,H6NWRI,3,DIRECIONAL,2115.0,17 1/2  ,1563.0,5
7971,H6NWRI,4,DIRECIONAL,2115.0,12 1/4  ,273.0,5
7972,H6NWRI,5,DIRECIONAL,2115.0,8 1/2   ,0.0,5
7973,MSP8Q1,1,VERTICAL,2128.0,36      ,85.0,5
7974,MSP8Q1,2,VERTICAL,2128.0,26      ,1119.0,5
7975,MSP8Q1,3,VERTICAL,2128.0,17 1/2  ,1557.0,5
7976,MSP8Q1,4,VERTICAL,2128.0,12 1/4  ,542.0,5
7977,MSP8Q1,5,VERTICAL,2128.0,12 1/4  ,0.0,5
7978,R28M6I,1,DIRECIONAL,2228.0,36      ,85.0,4
7979,R28M6I,2,DIRECIONAL,2228.0,26      ,1087.0,4
7980,R28M6I,3,DIRECIONAL,2228.0,14 3/4  ,2217.0,4
7981,R28M6I,4,DIRECIONAL,2228.0,8 1/2   ,208.0,4
7982,O3FZ38,1,VERTICAL,2138.0,42      ,86.0,5
7983,O3FZ38,2,VERTICAL,2138.0,26      ,1114.0,5
7984,O3FZ38,3,VERTICAL,2138.0,16      ,1432.0,5
7985,O3FZ38,4,VERTICAL,2138.0,12 1/4  ,220.0,5
7986,O3FZ38,5,VERTICAL,2138.0,12 1/4  ,0.0,5
7987,UP51P4,1,DIRECIONAL,2130.0,36      ,85.7,4
7988,UP51P4,2,DIRECIONAL,2130.0,26      ,1104.3,4
7989,UP51P4,3,DIRECIONAL,2130.0,17 1/2  ,1671.0,4
7990,UP51P4,4,DIRECIONAL,2130.0,12 1/4  ,254.0,4
7991,N8K8EL,1,DIRECIONAL,2115.0,36      ,80.0,3
7992,N8K8EL,2,DIRECIONAL,2115.0,26      ,1029.0,3
7993,N8K8EL,3,DIRECIONAL,2115.0,14 3/4  ,1780.0,3
7994,6MJC69,1,DIRECIONAL,2133.0,36      ,87.0,6
7995,6MJC69,2,DIRECIONAL,2133.0,26      ,615.0,6
7996,6MJC69,3,DIRECIONAL,2133.0,17 1/2  ,2355.0,6
7997,6MJC69,4,DIRECIONAL,2133.0,12 1/4  ,350.0,6
7998,6MJC69,5,DIRECIONAL,2133.0,8 1/2   ,0.0,6
7999,6MJC69,5,DIRECIONAL,2133.0,9       ,0.0,6
8000,TGQ9Z4,1,VERTICAL,2125.0,36      ,88.0,6
8001,TGQ9Z4,2,VERTICAL,2125.0,26      ,833.0,6
8002,TGQ9Z4,3,VERTICAL,2125.0,17 1/2  ,1851.0,6
8003,TGQ9Z4,4,VERTICAL,2125.0,12 1/4  ,330.0,6
8004,TGQ9Z4,4,VERTICAL,2125.0,8 1/2   ,0.0,6
8005,TGQ9Z4,4,VERTICAL,2125.0,9 1/2   ,0.0,6
8006,SU7N59,1,DIRECIONAL,2119.0,36      ,62.0,5
8007,SU7N59,2,DIRECIONAL,2119.0,26      ,980.0,5
8008,SU7N59,3,DIRECIONAL,2119.0,17 1/2  ,10.0,5
8009,SU7N59,4,DIRECIONAL,2119.0,14 3/4  ,1844.0,5
8010,SU7N59,5,DIRECIONAL,2119.0,8 1/2   ,360.0,5
8011,3SWOQ0,1,VERTICAL,2233.0,36      ,76.0,5
8012,3SWOQ0,2,VERTICAL,2233.0,26      ,1031.0,5
8013,3SWOQ0,3,VERTICAL,2233.0,17 1/2  ,1645.0,5
8014,3SWOQ0,4,VERTICAL,2233.0,12 1/4  ,255.0,5
8015,3SWOQ0,4,VERTICAL,2233.0,8 1/2   ,0.0,5
8016,K3M8UJ,1,DIRECIONAL,2218.0,36      ,87.0,4
8017,K3M8UJ,2,DIRECIONAL,2218.0,26      ,753.0,4
8018,K3M8UJ,3,DIRECIONAL,2218.0,17 1/2  ,1982.0,4
8019,K3M8UJ,4,DIRECIONAL,2218.0,12 1/4  ,201.0,4
8020,342SCD,1,DIRECIONAL,2116.0,36      ,86.0,6
8021,342SCD,2,DIRECIONAL,2116.0,26      ,1023.0,6
8022,342SCD,3,DIRECIONAL,2116.0,17 1/2  ,1744.0,6
8023,342SCD,4,DIRECIONAL,2116.0,12 1/4  ,460.0,6
8024,342SCD,5,DIRECIONAL,2116.0,8 1/2   ,0.0,6
8025,342SCD,5,DIRECIONAL,2116.0,9 1/2   ,0.0,6
8026,64U80H,1,DIRECIONAL,2232.0,36      ,85.0,7
8027,64U80H,2,DIRECIONAL,2232.0,26      ,898.0,7
8028,64U80H,3,DIRECIONAL,2232.0,16      ,1728.0,7
8029,64U80H,4,DIRECIONAL,2232.0,12 1/4  ,332.0,7
8030,64U80H,4,DIRECIONAL,2232.0,8 1/2   ,0.0,7
8031,64U80H,5,DIRECIONAL,2232.0,8 1/2   ,0.0,7
8032,64U80H,5,DIRECIONAL,2232.0,9 1/2   ,0.0,7
8033,0O2081,1,VERTICAL,2218.0,36      ,84.7,6
8034,0O2081,2,VERTICAL,2218.0,26      ,857.3,6
8035,0O2081,3,VERTICAL,2218.0,16      ,1837.0,6
8036,0O2081,4,VERTICAL,2218.0,12 1/4  ,255.0,6
8037,0O2081,5,VERTICAL,2218.0,8 1/2   ,0.0,6
8038,0O2081,5,VERTICAL,2218.0,9 1/2   ,0.0,6
8039,RE142R,1,DIRECIONAL,2130.0,36      ,87.0,4
8040,RE142R,2,DIRECIONAL,2130.0,26      ,1091.0,4
8041,RE142R,3,DIRECIONAL,2130.0,14 3/4  ,2080.0,4
8042,RE142R,4,DIRECIONAL,2130.0,8 1/2   ,143.0,4
8043,KC97Y8,1,DIRECIONAL,2248.0,36      ,86.0,6
8044,KC97Y8,2,DIRECIONAL,2248.0,26      ,980.8,6
8045,KC97Y8,3,DIRECIONAL,2248.0,14 3/4  ,1782.0,6
8046,KC97Y8,3,DIRECIONAL,2248.0,8 1/2   ,0.0,6
8047,KC97Y8,4,DIRECIONAL,2248.0,8 1/2   ,67.0,6
8048,KC97Y8,4,DIRECIONAL,2248.0,9 1/2   ,0.0,6
8049,QY15EG,1,DIRECIONAL,2215.0,36      ,85.5,4
8050,QY15EG,2,DIRECIONAL,2215.0,26      ,1057.0,4
8051,QY15EG,3,DIRECIONAL,2215.0,14 3/4  ,1782.0,4
8052,QY15EG,4,DIRECIONAL,2215.0,8 1/2   ,286.0,4
8053,TG75JU,1,VERTICAL,2212.0,36      ,86.4,4
8054,TG75JU,2,VERTICAL,2212.0,26      ,884.0,4
8055,TG75JU,3,VERTICAL,2212.0,17 1/2  ,1811.0,4
8056,TG75JU,4,VERTICAL,2212.0,12 1/4  ,260.0,4
8057,CZQ756,1,VERTICAL,2245.0,36      ,84.0,4
8058,CZQ756,2,VERTICAL,2245.0,26      ,1122.0,4
8059,CZQ756,3,VERTICAL,2245.0,16      ,1460.0,4
8060,CZQ756,4,VERTICAL,2245.0,12 1/4  ,342.0,4
8061,A834MS,1,DIRECIONAL,2116.0,36      ,85.0,6
8062,A834MS,2,DIRECIONAL,2116.0,26      ,1084.0,6
8063,A834MS,3,DIRECIONAL,2116.0,17 1/2  ,1990.0,6
8064,A834MS,4,DIRECIONAL,2116.0,12 1/4  ,426.0,6
8065,A834MS,5,DIRECIONAL,2116.0,8 1/2   ,0.0,6
8066,A834MS,5,DIRECIONAL,2116.0,9 1/2   ,0.0,6
8067,RDQ850,1,DIRECIONAL,2241.0,36      ,89.0,5
8068,RDQ850,2,DIRECIONAL,2241.0,26      ,1132.0,5
8069,RDQ850,3,DIRECIONAL,2241.0,14 3/4  ,1753.0,5
8070,RDQ850,3,DIRECIONAL,2241.0,17 1/2  ,6.0,5
8071,RDQ850,4,DIRECIONAL,2241.0,8 1/2   ,231.0,5
8072,OK8AFQ,1,VERTICAL,2241.0,36      ,86.0,6
8073,OK8AFQ,2,VERTICAL,2241.0,26      ,1007.0,6
8074,OK8AFQ,3,VERTICAL,2241.0,17 1/2  ,1636.0,6
8075,OK8AFQ,4,VERTICAL,2241.0,12 1/4  ,282.0,6
8076,OK8AFQ,4,VERTICAL,2241.0,8 1/2   ,0.0,6
8077,OK8AFQ,4,VERTICAL,2241.0,9 1/2   ,0.0,6
8078,R8D2R3,1,VERTICAL,2220.0,36      ,85.0,7
8079,R8D2R3,2,VERTICAL,2220.0,26      ,1239.0,7
8080,R8D2R3,3,VERTICAL,2220.0,14 3/4  ,1408.0,7
8081,R8D2R3,3,VERTICAL,2220.0,17 1/2  ,10.0,7
8082,R8D2R3,4,VERTICAL,2220.0,12 1/4  ,267.0,7
8083,R8D2R3,5,VERTICAL,2220.0,8 1/2   ,0.0,7
8084,R8D2R3,5,VERTICAL,2220.0,9 1/2   ,0.0,7
8085,9492X0,1,DIRECIONAL,2128.0,36      ,72.82,5
8086,9492X0,2,DIRECIONAL,2128.0,26      ,1117.18,5
8087,9492X0,3,DIRECIONAL,2128.0,17 1/2  ,1908.0,5
8088,9492X0,4,DIRECIONAL,2128.0,12 1/4  ,355.0,5
8089,9492X0,5,DIRECIONAL,2128.0,8 1/2   ,0.0,5
8090,K2J46Y,1,VERTICAL,2128.0,36      ,62.0,7
8091,K2J46Y,2,VERTICAL,2128.0,26      ,814.0,7
8092,K2J46Y,3,VERTICAL,2128.0,14 3/4  ,1791.0,7
8093,K2J46Y,3,VERTICAL,2128.0,17 1/2  ,0.0,7
8094,K2J46Y,4,VERTICAL,2128.0,6       ,0.0,7
8095,K2J46Y,4,VERTICAL,2128.0,8 1/2   ,228.0,7
8096,K2J46Y,4,VERTICAL,2128.0,9       ,0.0,7
8097,LSA8T0,1,VERTICAL,2137.0,36      ,84.5,6
8098,LSA8T0,2,VERTICAL,2137.0,26      ,1102.5,6
8099,LSA8T0,3,VERTICAL,2137.0,12 1/4  ,134.0,6
8100,LSA8T0,3,VERTICAL,2137.0,17 1/2  ,1386.0,6
8101,LSA8T0,4,VERTICAL,2137.0,12 1/4  ,0.0,6
8102,LSA8T0,4,VERTICAL,2137.0,8 1/2   ,0.0,6
8103,Q4B88Q,1,DIRECIONAL,2128.0,36      ,85.0,5
8104,Q4B88Q,2,DIRECIONAL,2128.0,26      ,1119.0,5
8105,Q4B88Q,3,DIRECIONAL,2128.0,14 3/4  ,1716.0,5
8106,Q4B88Q,4,DIRECIONAL,2128.0,8 1/2   ,416.0,5
8107,Q4B88Q,4,DIRECIONAL,2128.0,9       ,0.0,5
8108,Y8U114,1,DIRECIONAL,2127.0,36      ,87.0,4
8109,Y8U114,2,DIRECIONAL,2127.0,26      ,1103.0,4
8110,Y8U114,3,DIRECIONAL,2127.0,14 3/4  ,1808.0,4
8111,Y8U114,5,DIRECIONAL,2127.0,8 1/2   ,600.0,4
8112,80JK52,1,DIRECIONAL,2248.0,36      ,88.0,4
8113,80JK52,2,DIRECIONAL,2248.0,26      ,1008.0,4
8114,80JK52,3,DIRECIONAL,2248.0,14 3/4  ,1868.0,4
8115,80JK52,4,DIRECIONAL,2248.0,8 1/2   ,176.0,4
8116,FDM15B,1,VERTICAL,2247.0,36      ,84.5,6
8117,FDM15B,2,VERTICAL,2247.0,26      ,1304.5,6
8118,FDM15B,3,VERTICAL,2247.0,16      ,1324.0,6
8119,FDM15B,4,VERTICAL,2247.0,12 1/4  ,257.0,6
8120,FDM15B,4,VERTICAL,2247.0,8 1/2   ,0.0,6
8121,FDM15B,4,VERTICAL,2247.0,9 1/2   ,0.0,6
8122,9XNGU4,1,DIRECIONAL,2137.0,36      ,84.0,4
8123,9XNGU4,2,DIRECIONAL,2137.0,26      ,1133.0,4
8124,9XNGU4,3,DIRECIONAL,2137.0,14 3/4  ,1800.0,4
8125,9XNGU4,4,DIRECIONAL,2137.0,8 1/2   ,364.0,4
8126,14ZBF7,1,DIRECIONAL,2109.0,36      ,84.0,6
8127,14ZBF7,2,DIRECIONAL,2109.0,26      ,1109.0,6
8128,14ZBF7,3,DIRECIONAL,2109.0,14 3/4  ,1705.0,6
8129,14ZBF7,3,DIRECIONAL,2109.0,17 1/2  ,3.0,6
8130,14ZBF7,4,DIRECIONAL,2109.0,14 3/4  ,22.0,6
8131,14ZBF7,5,DIRECIONAL,2109.0,8 1/2   ,369.0,6
8132,40RB10,1,DIRECIONAL,2228.0,36      ,86.0,4
8133,40RB10,2,DIRECIONAL,2228.0,26      ,1072.0,4
8134,40RB10,3,DIRECIONAL,2228.0,14 3/4  ,1891.0,4
8135,40RB10,4,DIRECIONAL,2228.0,8 1/2   ,155.0,4
8136,STBRRD,1,DIRECIONAL,2175.0,42      ,85.0,4
8137,STBRRD,2,DIRECIONAL,2175.0,26      ,1202.0,4
8138,STBRRD,3,DIRECIONAL,2175.0,14 3/4  ,1429.0,4
8139,STBRRD,4,DIRECIONAL,2175.0,8 1/2   ,307.0,4
8140,D4D1PX,1,VERTICAL,2150.0,36      ,86.0,4
8141,D4D1PX,2,VERTICAL,2150.0,26      ,954.0,4
8142,D4D1PX,3,VERTICAL,2150.0,17 1/2  ,1792.0,4
8143,D4D1PX,4,VERTICAL,2150.0,12 1/4  ,500.0,4
8144,62U5MR,1,VERTICAL,2140.0,36      ,86.0,6
8145,62U5MR,2,VERTICAL,2140.0,26      ,1092.0,6
8146,62U5MR,3,VERTICAL,2140.0,17 1/2  ,1636.0,6
8147,62U5MR,4,VERTICAL,2140.0,12 1/4  ,436.0,6
8148,62U5MR,5,VERTICAL,2140.0,8 1/2   ,0.0,6
8149,62U5MR,5,VERTICAL,2140.0,9 1/2   ,0.0,6
8150,17J475,1,VERTICAL,2247.0,36      ,85.9,7
8151,17J475,2,VERTICAL,2247.0,26      ,1155.6,7
8152,17J475,3,VERTICAL,2247.0,17 1/2  ,1526.0,7
8153,17J475,4,VERTICAL,2247.0,12 1/4  ,248.0,7
8154,17J475,4,VERTICAL,2247.0,8 1/2   ,0.0,7
8155,17J475,5,VERTICAL,2247.0,8 1/2   ,0.0,7
8156,17J475,5,VERTICAL,2247.0,9 1/2   ,0.0,7
8157,E05806,1,DIRECIONAL,2112.0,36      ,85.0,4
8158,E05806,2,DIRECIONAL,2112.0,26      ,1052.0,4
8159,E05806,3,DIRECIONAL,2112.0,14 3/4  ,1831.0,4
8160,E05806,4,DIRECIONAL,2112.0,8 1/2   ,345.0,4
8161,K54TYL,1,DIRECIONAL,2166.0,42      ,85.0,6
8162,K54TYL,2,DIRECIONAL,2166.0,26      ,1201.0,6
8163,K54TYL,3,DIRECIONAL,2166.0,17 1/2  ,1617.0,6
8164,K54TYL,4,DIRECIONAL,2166.0,12 1/4  ,466.0,6
8165,K54TYL,4,DIRECIONAL,2166.0,8 1/2   ,0.0,6
8166,K54TYL,4,DIRECIONAL,2166.0,9 1/2   ,0.0,6
8167,EECJ4J,1,DIRECIONAL,2149.0,36      ,85.0,4
8168,EECJ4J,2,DIRECIONAL,2149.0,26      ,1100.0,4
8169,EECJ4J,3,DIRECIONAL,2149.0,14 3/4  ,1500.0,4
8170,EECJ4J,4,DIRECIONAL,2149.0,8 1/2   ,298.0,4
8171,6U7U1K,1,DIRECIONAL,2119.0,36      ,86.0,5
8172,6U7U1K,2,DIRECIONAL,2119.0,26      ,1089.0,5
8173,6U7U1K,3,DIRECIONAL,2119.0,17 1/2  ,1806.0,5
8174,6U7U1K,4,DIRECIONAL,2119.0,12 1/4  ,314.0,5
8175,6U7U1K,4,DIRECIONAL,2119.0,8 1/2   ,0.0,5
8176,9QZ2MW,1,DIRECIONAL,2124.0,36      ,86.0,4
8177,9QZ2MW,2,DIRECIONAL,2124.0,26      ,1111.0,4
8178,9QZ2MW,3,DIRECIONAL,2124.0,17 1/2  ,1652.0,4
8179,9QZ2MW,4,DIRECIONAL,2124.0,12 1/4  ,424.0,4
8180,48U6PS,1,DIRECIONAL,2116.0,36      ,84.7,6
8181,48U6PS,2,DIRECIONAL,2116.0,26      ,1086.3,6
8182,48U6PS,3,DIRECIONAL,2116.0,17 1/2  ,1789.0,6
8183,48U6PS,4,DIRECIONAL,2116.0,12 1/4  ,368.0,6
8184,48U6PS,5,DIRECIONAL,2116.0,8 1/2   ,0.0,6
8185,48U6PS,5,DIRECIONAL,2116.0,9       ,0.0,6
8186,OTYBCP,1,DIRECIONAL,2121.0,36      ,86.0,4
8187,OTYBCP,2,DIRECIONAL,2121.0,26      ,1048.0,4
8188,OTYBCP,3,DIRECIONAL,2121.0,14 3/4  ,1826.0,4
8189,OTYBCP,4,DIRECIONAL,2121.0,8 1/2   ,386.0,4
8190,01UR62,1,DIRECIONAL,2132.0,42      ,85.7,5
8191,01UR62,2,DIRECIONAL,2132.0,26      ,1055.8,5
8192,01UR62,3,DIRECIONAL,2132.0,17 1/2  ,1543.0,5
8193,01UR62,4,DIRECIONAL,2132.0,12 1/4  ,141.0,5
8194,01UR62,5,DIRECIONAL,2132.0,8 1/2   ,0.0,5
8195,EB8338,1,VERTICAL,2149.0,36      ,85.0,6
8196,EB8338,2,VERTICAL,2149.0,26      ,1133.0,6
8197,EB8338,3,VERTICAL,2149.0,17 1/2  ,1380.0,6
8198,EB8338,4,VERTICAL,2149.0,12 1/4  ,148.0,6
8199,EB8338,4,VERTICAL,2149.0,8 1/2   ,0.0,6
8200,EB8338,5,VERTICAL,2149.0,9 1/2   ,0.0,6
8201,GL8GCB,1,VERTICAL,2131.0,36      ,62.0,4
8202,GL8GCB,2,VERTICAL,2131.0,26      ,966.0,4
8203,GL8GCB,3,VERTICAL,2131.0,14 3/4  ,1766.0,4
8204,GL8GCB,4,VERTICAL,2131.0,8 1/2   ,380.0,4
8205,IUHTQT,1,VERTICAL,2154.0,36      ,86.1,6
8206,IUHTQT,2,VERTICAL,2154.0,26      ,1100.9,6
8207,IUHTQT,3,VERTICAL,2154.0,17 1/2  ,1413.0,6
8208,IUHTQT,4,VERTICAL,2154.0,12 1/4  ,144.0,6
8209,IUHTQT,5,VERTICAL,2154.0,8 1/2   ,0.0,6
8210,IUHTQT,5,VERTICAL,2154.0,9       ,0.0,6
8211,XN0TU5,1,DIRECIONAL,2166.0,36      ,85.0,5
8212,XN0TU5,2,DIRECIONAL,2166.0,26      ,1085.0,5
8213,XN0TU5,3,DIRECIONAL,2166.0,14 3/4  ,1704.0,5
