POCO,CADASTRO,ESTADO,BACIA,TERRA_MAR,TIPO,CATEGORIA,SITUACAO,INICIO,TERMINO,CONCLUSAO,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DURACAO,ANO_INICIO,ANO_TERMINO
3-EQNR-3-SPS,86316029339,SP,Santos,M,3,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2019-02-08,2019-04-27,2019-08-17,"-25,3896138888","-43,9610138888",6540.0,,6541.0,25.0,0.0,2080.0,78,2019,2019
3-ESSO-4A-SPS,86316023925,SP,Santos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2009-05-31,2009-06-22,2009-07-06,"-26,1507533333","-43,2860591666",5005.0,,,24.0,0.0,2238.0,22,2009,2009
3-ESSO-5-SPS,86316025174,SP,Santos,M,3,Extensão,nan,2010-11-11,2010-12-23,2011-01-06,"-26,2372080555","-43,6705458333",4512.0,4534.0,4536.0,24.0,0.0,2273.0,42,2010,2010
3-GALP-31-RN,72100023904,RN,Potiguar,T,3,Extensão,PRODUZINDO,2009-05-18,2009-05-31,2009-06-03,"-5,2067672222","-36,6502808333",-797.0,816.0,817.0,20.0,,0.0,13,2009,2009
3-OGX-109-RJS,74281026887,RJ,Campos,M,3,Extensão,nan,2013-03-08,2013-03-31,2013-04-11,"-23,4909144444","-41,5398872222",-2656.0,2684.0,2679.0,23.0,0.0,133.0,23,2013,2013
3-OGX-116-RJS,74281027177,RJ,Campos,M,3,Extensão,nan,2013-08-03,2013-08-17,2013-08-26,"-23,433985","-41,5357725",-2204.0,2238.0,2228.0,24.0,0.0,130.0,14,2013,2013
3-OGX-13-RJS,74281024731,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2010-05-05,2010-05-19,2010-05-26,"-23,6103241666","-41,4509516666",2406.0,2428.0,2428.0,22.0,0.0,138.0,14,2010,2010
3-OGX-21D-RJS,74281025066,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2010-09-28,2010-11-04,2010-11-26,"-23,5535694444","-41,4337747222",3804.0,4165.0,4171.0,25.0,0.0,,37,2010,2010
3-OGX-35D-RJS,74281025348,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-02-12,2011-03-19,2011-03-31,"-23,0962636111","-41,0759894444",2112.0,2400.0,,22.0,0.0,104.0,35,2011,2011
3-OGX-36D-RJS,74281025351,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-02-14,2011-03-14,2011-03-24,"-23,5047925","-41,4692666666",3391.0,3612.0,3615.0,25.0,0.0,,28,2011,2011
3-OGX-40D-RJS,74281025421,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-03-26,2011-04-16,2011-05-01,"-23,4898302777","-41,4293863888",3087.0,3393.0,,25.0,0.0,,21,2011,2011
3-OGX-41D-RJS,74281025433,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-04-03,2011-04-19,2011-04-28,"-23,1242552777","-41,0738533333",2062.0,2340.0,2344.0,22.0,0.0,109.0,16,2011,2011
3-OGX-46D-MA,50090025514,MA,Parnaíba,T,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-05-19,2011-06-20,2011-06-30,"-4,74812","-44,3172180555",-1643.0,2215.0,,175.0,167.0,0.0,32,2011,2011
3-OGX-50D-RJS,74281025585,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-06-25,2011-07-14,2011-07-24,"-23,56569","-41,4451330555",-3562.0,3900.0,3903.0,25.0,0.0,131.0,19,2011,2011
3-OGX-54-RJS,74281025627,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-07-21,2011-08-27,2011-10-28,"-23,5773933333","-41,4910580555",-3509.0,3532.0,3532.0,22.0,0.0,136.0,37,2011,2011
3-OGX-56D-RJS,74281025635,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-07-26,2011-08-21,2011-09-26,"-23,5449261111","-41,4536497222",3311.0,3612.0,3612.0,25.0,0.0,133.0,26,2011,2011
3-OGX-57-MA,50090025651,MA,Parnaíba,T,3,Extensão,ARRASADO,2011-07-30,2011-08-20,2011-08-26,"-4,8794202777","-44,3594197222",-1890.0,2000.0,2005.0,115.0,107.0,0.0,21,2011,2011
3-OGX-61-RJS,74281025725,RJ,Campos,M,3,Extensão,nan,2011-09-06,2011-09-29,2011-11-02,"-23,4831152777","-41,3867330555",3169.0,3191.0,3194.0,25.0,0.0,125.0,23,2011,2011
3-OGX-67-RJS,74281025834,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-11-04,2011-11-21,2011-11-28,"-23,1627691666","-41,0651313888",2468.0,2490.0,2493.0,25.0,0.0,111.0,17,2011,2011
3-OGX-69-RJS,74281025880,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-11-30,2011-12-16,2011-12-25,"-23,5217394444","-41,4336816666",3261.0,3302.0,3286.0,25.0,0.0,130.0,16,2011,2011
3-OGX-71-RJS,74281025963,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2012-01-02,2012-01-18,2012-01-26,"-23,1602397222","-41,08831",2265.0,2300.0,2290.0,25.0,0.0,112.0,16,2012,2012
3-OGX-72-RJS,74281025999,RJ,Campos,M,3,Extensão,nan,2012-01-19,2012-02-04,2012-03-05,"-23,4963283333","-41,4480227777",3107.0,3127.0,3129.0,22.0,0.0,130.0,16,2012,2012
3-OGX-74-SPS,86316026034,SP,Santos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2012-02-09,2012-03-11,2012-04-19,"-24,306845","-44,1685844444",4416.0,4439.0,4440.0,24.0,0.0,196.0,31,2012,2012
3-OGX-75-RJS,74281026074,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2012-02-24,2012-03-18,2012-04-22,"-23,5387261111","-41,3812380555",3696.0,3714.0,3721.0,25.0,0.0,130.0,23,2012,2012
3-OGX-76-RJS,74281026100,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2012-03-10,2012-03-26,2012-04-07,"-23,1277986111","-41,0106383333",2458.0,2482.0,2480.0,22.0,0.0,,16,2012,2012
3-OGX-80-RJS,74281026157,RJ,Campos,M,3,Extensão,PRODUZINDO,2012-04-09,2012-04-21,2012-05-19,"-23,4768052777","-41,4481875",3000.0,3020.0,3022.0,22.0,0.0,128.0,12,2012,2012
3-OGX-81-RJS,74281026194,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2012-04-24,2012-05-18,2012-05-28,"-23,5686144444","-41,4043052777",3640.0,3661.0,3665.0,25.0,0.0,139.0,24,2012,2012
3-OGX-83D-RJS,74281026256,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2012-05-22,2012-06-15,2012-07-03,"-23,5317016666","-41,3792744444",3437.0,3795.0,3800.0,22.0,0.0,132.0,24,2012,2012
3-OGX-84-RJS,74281026287,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2012-05-31,2012-06-12,2012-06-18,"-23,1423666666","-41,0584086111",-2400.0,2425.0,2425.0,25.0,0.0,107.0,12,2012,2012
3-OGX-88-MA,50090026327,MA,Parnaíba,T,3,Extensão,FECHADO,2012-06-23,2012-07-06,2012-07-21,"-4,5632961111","-44,4877672222",1684.0,1731.0,1733.0,49.0,43.0,0.0,13,2012,2012
3-OGX-9DA-RJS,74281024654,RJ,Campos,M,3,Extensão,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,2010-03-27,2010-04-04,2010-04-06,"-23,6237463888","-41,466685",3072.0,3130.0,3130.0,25.0,0.0,137.0,8,2010,2010
3-OGX-9D-RJS,74281024581,RJ,Campos,M,3,Extensão,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,2010-02-26,2010-03-16,2010-03-25,"-23,6237741666","-41,4667305555",2805.0,2828.0,2831.0,26.0,0.0,137.0,18,2010,2010
3-OGX-90D-RJS,74281026384,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2012-07-16,2012-08-13,2012-08-21,"-23,5181155555","-41,4147905555",3236.0,3475.0,3475.0,23.0,0.0,128.0,28,2012,2012
3-PGN-15-MA,50090028430,MA,Parnaíba,T,3,Extensão,ARRASADO,2015-09-05,2015-09-11,2015-09-14,"-4,5929761111","-44,84809",1360.0,1402.0,1401.0,41.0,35.0,0.0,6,2015,2015
3-PGN-2-MA,50090027782,MA,Parnaíba,T,3,Extensão,FECHADO,2014-09-18,2014-10-03,2014-10-19,"-4,7566833333","-44,3806258333",1715.0,1800.0,1802.0,87.0,81.0,0.0,15,2014,2014
3-PGN-29-MA,50090029301,MA,Parnaíba,T,3,Extensão,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2018-10-24,2018-11-03,2018-11-08,"-5,7248680555","-44,3561311111",1390.0,1632.0,1632.0,242.0,236.0,0.0,10,2018,2018
3-PGN-3-MA,50090027842,MA,Parnaíba,T,3,Extensão,ARRASADO,2014-10-24,2014-11-08,2014-11-11,"-4,7578144444","-44,4225813888",1581.0,1680.0,1682.0,101.0,95.0,0.0,15,2014,2014
3-PGN-4-MA,50090027957,MA,Parnaíba,T,3,Extensão,FECHADO,2014-12-27,2015-01-09,2015-01-18,"-4,6486658333","-44,4272694444",1406.0,1500.0,1500.0,94.0,88.0,0.0,13,2014,2015
3-PGN-5-MA,50090028023,MA,Parnaíba,T,3,Extensão,FECHADO,2015-01-29,2015-02-13,2015-02-22,"-4,4943080555","-44,6565463888",1484.0,1530.0,1531.0,39.0,33.0,0.0,15,2015,2015
3-PGN-9D-MA,50090028126,MA,Parnaíba,T,3,Extensão,FECHADO,2015-03-24,2015-04-04,2015-04-08,"-4,7461991666","-44,39721",1606.0,1864.0,,90.0,84.0,0.0,11,2015,2015
3-POT-2-RN,72100030127,RN,Potiguar,T,3,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2023-09-17,2023-09-20,2023-10-24,"-5,4730333333","-37,1201722222",495.0,623.0,623.0,,,0.0,3,2023,2023
3-PRG-1DA-RJS,74281022368,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2007-06-04,2007-06-28,2007-06-30,"-23,3683677777","-41,3408141666",2385.0,2655.0,2655.0,25.0,0.0,114.0,24,2007,2007
3-PTX-21-RN,72100023773,RN,Potiguar,T,3,Extensão,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2009-03-17,2009-03-18,2009-03-21,"-5,3087522222","-37,6234922222",329.0,409.0,405.0,76.0,71.0,0.0,1,2009,2009
3-REPF-15DA-RJS,74281027998,RJ,Campos,M,3,Extensão,"ABANDONADO/PARADO AGUARDANDO INTERVENÇÃO PARA AVALIAÇÃO, COMPLETAÇÃO OU RESTAURAÇÃO",2015-01-14,2015-03-09,2015-05-16,"-23,3812833333","-40,073425",6930.0,7045.0,7045.0,25.0,0.0,2812.0,54,2015,2015
3-RO-11-RJS,742810240300,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2000-01-22,2000-02-07,2000-02-07,"-21,9729861111","-39,6963172222",4020.0,4020.0,4020.0,24.0,0.0,1899.0,16,2000,2000
3-SHEL-13-ESS,34281020413,ES,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2003-03-29,2003-04-19,2003-04-19,"-21,2091652777","-39,6566908333",1880.0,3040.0,1919.0,38.0,0.0,1880.0,21,2003,2003
3-SHEL-16HP-ESS,34281020559,ES,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2003-07-02,2003-08-18,2003-08-18,"-21,1406763888","-39,8128219444",1663.0,3185.0,1701.0,38.0,0.0,1663.0,47,2003,2003
3-SHEL-25-ESS,34281025536,ES,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-05-31,2011-06-29,2011-07-12,"-21,2423244444","-39,8890058333",2880.0,2902.0,2902.0,22.0,0.0,1566.0,29,2011,2011
3-SHEL-30-RJS,74316029411,RJ,Santos,M,3,Extensão,EM PERFURAÇÃO,2019-06-26,2019-08-05,2019-10-05,"-25,0377775","-42,9877541666",5580.0,5600.0,5605.0,25.0,0.0,2070.0,40,2019,2019
3-SHEL-32D-RJS,74316029564,RJ,Santos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2020-03-04,2020-03-28,2020-05-05,"-25,0007683333","-43,0176358333",5362.0,5468.0,5475.0,25.0,0.0,2048.0,24,2020,2020
3-STAR-13-RN,72100024624,RN,Potiguar,T,3,Extensão,PRODUZINDO,2010-03-11,2010-04-29,2010-05-02,"-5,4787636111","-37,1026191666",-433.0,570.0,,,128.0,0.0,49,2010,2010
3-STAR-28-RN,72100026286,RN,Potiguar,T,3,Extensão,PRODUZINDO,2012-05-28,2012-06-04,2012-06-09,"-5,47865","-37,1176813888",-440.0,570.0,,,125.0,0.0,7,2012,2012
3-STAT-4DP-RJS,74281025521,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-05-25,2011-05-28,2011-06-08,"-23,4180197222","-41,4425827777",2449.0,2925.0,2925.0,28.0,0.0,122.0,3,2011,2011
3-STAT-5D-RJS,74281025560,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2011-06-10,2011-07-01,2011-07-27,"-23,3971927777","-41,3778047222",2430.0,,,28.0,0.0,121.0,21,2011,2011
3-STAT-8-RJS,74281026485,RJ,Campos,M,3,Extensão,ABANDONADO PERMANENTEMENTE,2012-08-31,2012-10-21,2012-10-31,"-23,4033808333","-41,4232602777",2314.0,2337.0,2337.0,23.0,0.0,121.0,51,2012,2012
3-UTC-5-RN,72100025587,RN,Potiguar,T,3,Extensão,ARRASADO,2011-06-18,2011-06-26,2011-06-26,"-5,4610202777","-37,6001280555",149.0,200.0,200.0,55.0,51.0,0.0,8,2011,2011
4-BG-7-SPS,86316023898,SP,Santos,M,4,Pioneiro Adjacente,nan,2009-05-15,2009-07-26,2009-08-13,"-24,8186763888","-44,3705777777",6114.0,6131.0,6139.0,,0.0,,72,2009,2009
4-BRSA-1002-SPS,86316025814,SP,Santos,M,4,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2011-10-25,2011-11-16,2011-12-01,"-26,44729","-46,4991894444",-2242.0,2265.0,2265.0,23.0,0.0,297.0,22,2011,2011
4-BRSA-101-RJS,74281019594,RJ,Campos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2001-08-20,2001-08-31,2001-09-06,"-22,90766","-40,4041158333",3741.0,3765.0,3765.0,17.0,0.0,1828.0,11,2001,2001
4-BRSA-1021D-RNS,72101025906,RN,Potiguar,M,4,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2011-12-11,2012-02-24,2012-03-09,"-5,0872875","-36,5668102777",-699.0,3385.0,3385.0,,,0.0,75,2011,2012
4-BRSA-1027-ES,34270025927,ES,Espírito Santo,T,4,Pioneiro Adjacente,ARRASADO,2011-12-18,2012-09-03,2012-09-12,"-19,2912108333","-39,7682941666",-2587.0,2590.0,2595.0,8.0,,0.0,260,2011,2012
4-BRSA-1028D-BA,20240025935,BA,Recôncavo,T,4,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2011-12-22,2012-01-10,2012-02-15,"-12,2855811111","-38,4300575",-1503.0,1920.0,,,,0.0,19,2011,2012
4-BRSA-1047i-RJS,74316026038,RJ,Santos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2012-02-11,2012-02-14,2012-02-15,"-25,7034741666","-42,8478336111",-3072.0,3090.0,3090.0,18.0,0.0,2182.0,3,2012,2012
4-BRSA-1079-RN,72100026230,RN,Potiguar,T,4,Pioneiro Adjacente,ARRASADO,2012-05-09,2012-06-12,2012-06-25,"-5,0369158333","-36,8680769444",-2807.0,2879.0,2879.0,72.0,64.0,0.0,34,2012,2012
4-BRSA-1096D-BA,20240026408,BA,Recôncavo,T,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2012-07-26,2012-08-14,2012-08-19,"-12,4271069444","-38,2764213888",-2165.0,2391.0,2391.0,,,0.0,19,2012,2012
4-BRSA-1112D-BA,20240026509,BA,Recôncavo,T,4,Pioneiro Adjacente,PRODUZINDO,2012-09-16,2012-09-29,2013-01-02,"-12,6905336111","-38,5802430555",-1180.0,1326.0,,,,0.0,13,2012,2012
4-BRSA-1125D-RJS,74281026590,RJ,Campos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2012-11-05,2012-12-18,2013-01-17,"-22,6734252777","-39,9936722222",-3138.0,3300.0,3300.0,32.0,0.0,1878.0,43,2012,2012
4-BRSA-1176-ES,34270027046,ES,Espírito Santo,T,4,Pioneiro Adjacente,ARRASADO,2013-05-19,2013-06-01,2013-06-05,"-19,2820769444","-39,8730152777",-1316.0,1320.0,,,,0.0,13,2013,2013
4-BRSA-1190-ESS,34271027176,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2013-07-30,2013-08-14,2013-08-25,"-19,9933502777","-39,6392233333",-3122.0,3150.0,3147.0,25.0,0.0,1074.0,15,2013,2013
4-BRSA-1220DA-RJS,74281027487,RJ,Campos,M,4,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2014-03-08,2014-04-17,2014-07-01,"-21,956545","-39,7327055555",-4118.0,4334.0,4334.0,25.0,0.0,1824.0,40,2014,2014
4-BRSA-1220D-RJS,74281027410,RJ,Campos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2014-01-25,2014-01-31,2014-03-04,"-21,9563091666","-39,7329366666",-2582.0,2607.0,2607.0,25.0,0.0,1822.0,6,2014,2014
4-BRSA-1223-SES,90121027415,SE,Sergipe,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2014-02-04,2014-03-29,2014-04-13,"-11,4062230555","-37,0037569444",-3334.0,3375.0,3352.0,18.0,0.0,,53,2014,2014
4-BRSA-1226-RJS,74316027468,RJ,Santos,M,4,Pioneiro Adjacente,PRODUZINDO,2014-02-20,2014-04-26,2014-07-27,"-25,0975455555","-42,6353405555",-5853.0,5875.0,5878.0,25.0,0.0,2244.0,65,2014,2014
4-BRSA-1281-RN,72100027870,RN,Potiguar,T,4,Pioneiro Adjacente,ARRASADO,2014-11-08,2014-11-18,2014-11-22,"-5,0094130555","-37,1156675",-1778.0,1283.0,1283.0,,16.0,0.0,10,2014,2014
4-BRSA-1321-ESS,34271028461,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2015-09-23,2015-10-27,2015-11-05,"-19,9297052777","-39,4655408333",-4251.0,4267.0,4270.0,19.0,0.0,1245.0,34,2015,2015
4-BRSA-1352-ESS,34271029037,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2017-08-07,2017-09-13,2017-09-25,"-20,059915","-39,560885",-3289.0,3313.0,3315.0,26.0,0.0,1447.0,37,2017,2017
4-BRSA-144-RJS,74316019941,RJ,Santos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2002-04-04,2002-04-12,2002-07-18,"-24,2973961111","-42,4474091666",2706.0,2728.0,2728.0,18.0,0.0,1551.0,8,2002,2002
4-BRSA-185-SPS,86316020302,SP,Santos,M,4,Pioneiro Adjacente,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,2003-01-16,2003-02-20,2003-05-06,"-24,5017775","-44,2264527777",4931.0,4956.0,4956.0,25.0,0.0,485.0,35,2003,2003
4-BRSA-189A-SES,90121020807,SE,Sergipe,M,4,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2004-02-02,2004-02-26,2004-03-29,"-11,3637327777","-36,9757605555",3789.0,3810.0,3811.0,18.0,0.0,1164.0,24,2004,2004
4-BRSA-189-SES,90121020342,SE,Sergipe,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2003-02-14,2003-03-17,2003-03-17,"-11,3637327777","-36,9757605555",3735.0,3750.0,3753.0,18.0,0.0,1150.0,31,2003,2003
4-BRSA-203-RJS,74281020238,RJ,Campos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2002-11-17,2002-12-01,2002-12-06,"-21,9815811111","-39,7085869444",3625.0,3650.0,3650.0,,0.0,,14,2002,2002
4-BRSA-207A-RJS,74281020232,RJ,Campos,M,4,Pioneiro Adjacente,PRODUZINDO,2002-11-14,2002-12-15,2003-01-06,"-22,2586913888","-40,4666666666",3320.0,3370.0,3370.0,25.0,0.0,89.0,31,2002,2002
4-BRSA-218-RJS,74281020506,RJ,Campos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2003-05-30,2003-06-09,2003-06-24,"-23,5220269444","-41,0661991666",3300.0,3327.0,3327.0,27.0,0.0,1208.0,10,2003,2003
4-BRSA-249-ESS,34271020696,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2003-10-25,2003-12-22,2004-01-11,"-20,0528230555","-39,5017633333",4677.0,4700.0,4700.0,23.0,0.0,1440.0,58,2003,2003
4-BRSA-256-ESS,34271020742,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2003-12-11,2004-01-15,2004-01-25,"-20,1115613888","-39,5008797222",4651.0,4689.0,4689.0,25.0,0.0,1527.0,35,2003,2004
4-BRSA-301DP-RJS,74281021052,RJ,Campos,M,4,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2004-09-05,2005-01-20,2005-01-20,"-22,4329936111","-40,4804125",-3302.0,4500.0,4500.0,45.0,0.0,117.0,137,2004,2005
4-BRSA-35D-SE,90120019169,SE,Sergipe,T,4,Pioneiro Adjacente,DEVOLVIDO,2000-12-23,2001-01-04,2001-01-08,"-10,4665188888","-36,4609527777",1408.0,1418.0,1418.0,10.0,5.0,0.0,12,2000,2001
4-BRSA-406A-ESS,34271021738,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2006-03-16,2006-04-21,2006-07-05,"-19,9254802777","-39,6206022222",-3974.0,4000.0,4000.0,25.0,0.0,871.0,36,2006,2006
4-BRSA-408-ESS,34281021723,ES,Campos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2006-03-05,2006-04-10,2006-04-29,"-21,5599988888","-39,6422527777",5350.0,5380.0,5380.0,25.0,0.0,1831.0,36,2006,2006
4-BRSA-420-ESS,34281021812,ES,Campos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2006-06-05,2006-07-25,2006-08-08,"-21,2816866666","-39,9606888888",3400.0,3412.0,3412.0,12.0,0.0,1456.0,50,2006,2006
4-BRSA-423D-RN,72100021826,RN,Potiguar,T,4,Pioneiro Adjacente,PRODUZINDO,2006-05-19,2006-06-28,2006-12-30,"-5,4157091666","-37,8350186111",-2205.0,2434.0,2434.0,131.0,125.0,0.0,40,2006,2006
4-BRSA-427-RJS,74281021864,RJ,Campos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2006-06-14,2006-07-01,2006-07-09,"-23,5067738888","-41,351275",3000.0,3025.0,3025.0,25.0,0.0,120.0,17,2006,2006
4-BRSA-444A-ESS,34271022001,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2006-09-20,2007-01-26,2007-05-08,"-19,9491369444","-39,4991433333",-5638.0,5660.0,5660.0,19.0,0.0,1198.0,128,2006,2007
4-BRSA-446-ESS,34281021985,ES,Campos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2006-09-10,2007-02-01,2007-03-12,"-21,396805","-40,1018936111",-4579.0,4606.0,4606.0,25.0,0.0,1011.0,144,2006,2007
4-BRSA-451-RJS,74316022006,RJ,Santos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2006-09-24,2006-11-01,2006-11-19,"-24,4053488888","-42,3112358333",-3400.0,3414.0,3414.0,14.0,0.0,1596.0,38,2006,2006
4-BRSA-465-ESS,34271022072,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2006-11-24,2007-03-01,2007-03-12,"-20,081525","-39,293585",4361.0,4378.0,4378.0,14.0,0.0,1752.0,97,2006,2007
4-BRSA-469-ES,34270022102,ES,Espírito Santo,T,4,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2006-12-13,2006-12-23,2006-12-25,"-19,2691783333","-39,9153680555",-840.0,855.0,852.0,12.0,7.0,0.0,10,2006,2006
4-BRSA-493D-ES,34270022294,ES,Espírito Santo,T,4,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,2007-04-19,2007-04-25,2007-06-29,"-19,257545","-39,9049533333",-831.0,939.0,939.0,11.0,,0.0,6,2007,2007
4-BRSA-508-RJS,74316022412,RJ,Santos,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2007-06-29,2007-09-01,2007-12-07,"-24,2101916666","-42,7270402777",-4703.0,4712.0,4715.0,12.0,0.0,1105.0,64,2007,2007
4-BRSA-520-ESS,34271022509,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2007-08-18,2007-09-10,2007-09-16,"-20,1293655555","-39,5518525",-3346.0,3366.0,3366.0,19.0,0.0,1567.0,23,2007,2007
4-BRSA-528DP-ESS,34271022560,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2007-09-18,2007-09-27,2007-10-04,"-20,1293655555","-39,5518525",-3284.0,4165.0,4165.0,19.0,0.0,1562.0,9,2007,2007
4-BRSA-530-ESS,34271022577,ES,Espírito Santo,M,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2007-09-29,2007-11-15,2007-12-05,"-19,8897325","-39,612825",-4219.0,4245.0,4245.0,25.0,0.0,708.0,47,2007,2007
4-BRSA-534-ES,34270022590,ES,Espírito Santo,T,4,Pioneiro Adjacente,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2007-10-05,2007-10-13,2007-11-12,"-18,9481255555","-39,8572544444",-1252.0,1270.0,1270.0,,,0.0,8,2007,2007
4-BRSA-542D-BA,20240022639,BA,Recôncavo,T,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2007-11-04,2007-11-16,2007-11-19,"-11,9078105555","-37,9528238888",1592.0,1867.0,1871.0,,,0.0,12,2007,2007
4-BRSA-552-SE,90120022682,SE,Sergipe,T,4,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,2007-11-27,2007-12-06,2007-12-08,"-10,6850558333","-37,1241180555",-674.0,747.0,747.0,73.0,,0.0,9,2007,2007
4-BRSA-554-ES,34270022694,ES,Espírito Santo,T,4,Pioneiro Adjacente,FECHADO,2007-12-04,2007-12-15,2008-02-25,"-18,7788858333","-39,7732597222",-1754.0,1761.0,1761.0,7.0,,0.0,11,2007,2007
4-BRSA-556-SE,90120022702,SE,Sergipe,T,4,Pioneiro Adjacente,PRODUZINDO,2007-12-11,2007-12-18,2008-01-30,"-10,6915755555","-37,1390444444",-625.0,702.0,702.0,77.0,72.0,0.0,7,2007,2007
